Brand,Model,Range(km),Long_distance_range(km),Battery(kWh),Weight(kg),Seating_capacity,Car_segment,Acceleration_time(0-100 Kmph[in seconds]),Efficiency(Wh/km),Fastcharge_power(kW),Towing_capacity(kg),Cargo_volume(L),Price_per_range(€),Germany_Price(€),Range_per_kWh,Charging_km_per_min,Price_per_kWh,Price_Category
Mercedes-Benz,EQS 500 4MATIC,640.0,682.0,118.0,2.655,5.0,F,4.9,184.0,160.0,750.0,620.0,212.0,125378.0,5.42,52.17,1062.53,Luxury (€90k–€150k)
Volkswagen,ID.4 GTX (MY26),435.0,485.0,79.0,2.248,5.0,C,5.4,182.0,135.0,750.0,543.0,129.0,53255.0,5.51,44.51,674.11,Mid-range (€30k–€60k)
BMW,i4 xDrive40,490.0,562.0,81.1,2.26,5.0,D,5.1,166.0,130.0,750.0,470.0,134.0,64100.0,6.04,46.99,790.38,Premium (€60k–€90k)
Mercedes-Benz,EQE 350+ (MY25),555.0,597.0,96.0,2.415,5.0,E,6.1,173.0,141.0,750.0,430.0,132.0,71412.0,5.78,48.9,743.88,Premium (€60k–€90k)
Volkswagen,ID.5 Pro (MY26),455.0,508.0,77.0,2.131,5.0,C,6.7,169.0,120.0,750.0,549.0,115.0,51270.0,5.91,42.6,665.84,Mid-range (€30k–€60k)
Lexus,RZ 500e (MY26),395.0,431.0,72.0,2.1,5.0,D,4.6,182.0,110.0,750.0,522.0,166.0,63000.0,5.49,36.26,875.0,Premium (€60k–€90k)
Audi,e-tron Sportback 50 quattro,295.0,315.0,64.7,2.445,5.0,E,6.8,219.0,114.0,750.0,615.0,244.0,71350.0,4.56,31.23,1102.78,Premium (€60k–€90k)
Ford,Mustang Mach-E ER AWD (MY24),445.0,447.0,91.0,2.245,5.0,D,4.6,204.0,115.0,750.0,619.0,148.0,65900.0,4.89,33.82,724.18,Premium (€60k–€90k)
VinFast,VF 6 Eco,315.0,322.0,59.6,2.05,5.0,D,10.3,189.0,90.0,750.0,385.0,113.0,34990.0,5.29,28.57,587.08,Mid-range (€30k–€60k)
TOGG,T10X Standard Range RWD,265.0,327.0,50.0,2.024,5.0,C,7.4,189.0,70.0,750.0,441.0,129.0,34295.0,5.3,22.22,685.9,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR RWD (MY21),365.0,364.0,68.0,2.044,5.0,D,6.9,186.0,78.0,750.0,619.0,134.0,47500.0,5.37,25.16,698.53,Mid-range (€30k–€60k)
Škoda,Enyaq 60 (MY24),335.0,361.0,58.0,1.992,5.0,C,8.7,173.0,82.0,750.0,585.0,133.0,44200.0,5.78,28.44,762.07,Mid-range (€30k–€60k)
Audi,e-tron GT S,540.0,712.0,97.0,2.385,4.0,F,3.4,180.0,281.0,750.0,482.0,235.0,126000.0,5.57,93.67,1298.97,Luxury (€90k–€150k)
Genesis,GV60 Premium (MY22-24),390.0,487.0,74.0,1.975,5.0,C,7.8,190.0,200.0,750.0,432.0,159.0,44990.0,5.27,63.16,607.97,Mid-range (€30k–€60k)
Tesla,Model S Performance,515.0,546.0,95.0,2.307,5.0,F,2.8,184.0,110.0,750.0,894.0,193.0,96990.0,5.42,35.87,1020.95,Luxury (€90k–€150k)
Mercedes-Benz,EQB 300 4MATIC,340.0,350.0,66.5,2.175,7.0,C,8.0,196.0,100.0,750.0,495.0,181.0,55519.0,5.11,30.61,834.87,Mid-range (€30k–€60k)
Opel,Corsa Electric 50 kWh (MY24),290.0,318.0,46.3,1.544,5.0,B,8.7,160.0,78.0,750.0,267.0,116.0,34650.0,6.26,29.25,748.38,Mid-range (€30k–€60k)
Audi,S6 Avant e-tron,530.0,638.0,94.9,2.41,5.0,E,3.9,179.0,200.0,750.0,529.0,199.0,101150.0,5.58,67.04,1065.86,Luxury (€90k–€150k)
Mercedes-Benz,EQB 350 4MATIC,340.0,350.0,66.5,2.175,7.0,C,6.2,196.0,100.0,750.0,495.0,188.0,58197.0,5.11,30.61,875.14,Mid-range (€30k–€60k)
Porsche,Macan 4S Electric (MY25),470.0,563.0,95.0,2.42,5.0,D,4.1,202.0,200.0,750.0,624.0,196.0,90700.0,4.95,59.41,954.74,Luxury (€90k–€150k)
Audi,S6 Sportback e-tron,555.0,674.0,94.9,2.4,5.0,E,3.9,171.0,200.0,750.0,529.0,187.0,99500.0,5.85,70.18,1048.47,Luxury (€90k–€150k)
Lexus,RZ 300e (MY23-25),355.0,391.0,64.0,2.03,5.0,D,8.0,180.0,100.0,750.0,522.0,157.0,55590.0,5.55,33.33,868.59,Mid-range (€30k–€60k)
Opel,Corsa Electric 50 kWh (MY25),290.0,318.0,46.3,1.544,5.0,B,8.7,160.0,78.0,750.0,267.0,102.0,29990.0,6.26,29.25,647.73,Budget (<€30k)
Abarth,600e Scorpionissima,280.0,293.0,50.8,1.7,5.0,B,5.9,181.0,79.0,750.0,360.0,172.0,48990.0,5.51,26.19,964.37,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER AWD (MY21),430.0,401.0,88.0,2.257,5.0,D,5.8,205.0,86.0,750.0,619.0,154.0,63700.0,4.89,25.17,723.86,Premium (€60k–€90k)
Polestar,2 Standard Range Single Motor,345.0,389.0,61.0,2.015,5.0,D,7.4,177.0,116.0,750.0,440.0,133.0,45500.0,5.66,39.32,745.9,Mid-range (€30k–€60k)
Audi,Q4 Sportback e-tron 40,425.0,453.0,76.6,2.12,5.0,C,8.5,180.0,125.0,750.0,535.0,138.0,53900.0,5.55,41.67,703.66,Mid-range (€30k–€60k)
Audi,Q4 e-tron 45 quattro,395.0,437.0,77.0,2.235,5.0,C,6.6,195.0,120.0,750.0,520.0,142.0,54950.0,5.13,36.92,713.64,Mid-range (€30k–€60k)
Volkswagen,ID.4 Pro 4MOTION (MY24-25),435.0,477.0,77.0,2.233,5.0,C,6.6,177.0,120.0,750.0,543.0,116.0,49020.0,5.65,40.68,636.62,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER RWD (MY25),475.0,482.0,88.0,2.161,5.0,D,6.1,185.0,105.0,750.0,619.0,128.0,59200.0,5.4,34.05,672.73,Mid-range (€30k–€60k)
Zeekr,X Long Range RWD (MY25),360.0,401.0,65.0,1.93,5.0,B,5.6,181.0,114.0,750.0,362.0,121.0,44990.0,5.54,37.79,692.15,Mid-range (€30k–€60k)
Lucid,Air Pure RWD (MY24-25),530.0,615.0,84.0,2.145,5.0,F,4.7,158.0,140.0,750.0,910.0,163.0,85000.0,6.31,53.16,1011.9,Premium (€60k–€90k)
Volkswagen,ID.4 Pure (MY26),285.0,318.0,52.0,1.975,5.0,C,9.0,182.0,87.0,750.0,543.0,142.0,40335.0,5.48,28.68,775.67,Mid-range (€30k–€60k)
Toyota,C-HR+ 77 kWh AWD (MY26),385.0,417.0,72.0,2.08,5.0,C,5.2,187.0,110.0,750.0,416.0,132.0,44990.0,5.35,35.29,624.86,Mid-range (€30k–€60k)
Dacia,Spring Electric,160.0,151.0,25.0,1.012,4.0,A,19.1,156.0,29.0,750.0,300.0,123.0,20490.0,6.4,11.15,819.6,Budget (<€30k)
Škoda,Enyaq RS (MY25),460.0,520.0,79.0,2.236,5.0,C,5.4,172.0,135.0,750.0,585.0,127.0,58600.0,5.82,47.09,741.77,Mid-range (€30k–€60k)
Toyota,Urban Cruiser 48.8 kWh,270.0,248.0,47.8,1.775,5.0,B,9.6,177.0,45.0,750.0,244.0,117.0,29990.0,5.65,15.25,627.41,Budget (<€30k)
Aiways,U6,350.0,349.0,60.0,1.79,5.0,C,7.0,171.0,78.0,750.0,472.0,138.0,47588.0,5.83,27.37,793.13,Mid-range (€30k–€60k)
Zeekr,X Privilege AWD,350.0,394.0,65.0,2.035,5.0,B,3.8,186.0,114.0,750.0,362.0,139.0,44990.0,5.38,36.77,692.15,Mid-range (€30k–€60k)
Mercedes-Benz,EQS 450+,635.0,702.0,108.4,2.515,5.0,F,6.1,171.0,173.0,750.0,620.0,180.0,109551.0,5.86,60.7,1010.62,Luxury (€90k–€150k)
Smart,#1 Premium,335.0,364.0,62.0,1.875,5.0,B,6.7,185.0,100.0,750.0,338.0,132.0,44990.0,5.4,32.43,725.65,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 500 4MATIC (MY24),505.0,555.0,90.6,2.49,5.0,E,4.7,179.0,141.0,750.0,430.0,177.0,88215.0,5.57,47.26,973.68,Premium (€60k–€90k)
Toyota,Urban Cruiser 61.1 kWh,330.0,307.0,59.8,1.835,5.0,B,8.7,181.0,60.0,750.0,238.0,110.0,36990.0,5.52,19.89,618.56,Mid-range (€30k–€60k)
Renault,Zoe R240,145.0,102.0,23.3,1.502,5.0,B,13.5,161.0,0.0,750.0,338.0,148.0,21500.0,6.22,0.0,922.75,Budget (<€30k)
Citroën,C-Zero,85.0,101.0,14.5,1.14,4.0,A,15.9,171.0,30.0,750.0,166.0,252.0,21800.0,5.86,10.53,1503.45,Budget (<€30k)
Peugeot,e-2008 50 kWh,270.0,294.0,46.3,1.623,5.0,B,9.9,171.0,78.0,750.0,434.0,142.0,39000.0,5.83,27.37,842.33,Mid-range (€30k–€60k)
Mini,Cooper JCW,290.0,308.0,49.2,1.73,4.0,B,5.9,170.0,75.0,750.0,200.0,156.0,40650.0,5.89,26.47,826.22,Mid-range (€30k–€60k)
TOGG,T10X Long Range AWD,425.0,450.0,85.0,2.208,5.0,C,4.8,200.0,115.0,750.0,441.0,106.0,45000.0,5.0,34.5,529.41,Mid-range (€30k–€60k)
TOGG,T10F Standard Range RWD,295.0,372.0,50.0,1.998,5.0,D,7.2,169.0,70.0,750.0,505.0,116.0,34295.0,5.9,24.85,685.9,Mid-range (€30k–€60k)
XPENG,P7 AWD Performance,460.0,521.0,82.7,2.215,5.0,E,4.1,180.0,138.0,750.0,440.0,130.0,58600.0,5.56,46.0,708.59,Mid-range (€30k–€60k)
Alpine,A290 Electric 180 hp,310.0,323.0,52.0,1.554,5.0,B,7.4,168.0,70.0,500.0,326.0,123.0,38700.0,5.96,25.0,744.23,Mid-range (€30k–€60k)
KGM,Musso EV 2WD,365.0,359.0,81.0,2.265,5.0,N,9.2,222.0,100.0,750.0,907.0,121.0,44990.0,4.51,27.03,555.43,Mid-range (€30k–€60k)
Nissan,Ariya e-4ORCE 87kWh - 225 kW,405.0,400.0,87.0,2.259,5.0,C,5.7,215.0,110.0,750.0,415.0,136.0,57490.0,4.66,30.7,660.8,Mid-range (€30k–€60k)
Renault,Zoe R90,255.0,182.0,41.0,1.555,5.0,B,13.5,161.0,0.0,750.0,338.0,122.0,33200.0,6.22,0.0,809.76,Mid-range (€30k–€60k)
Kia,e-Soul 64 kWh,370.0,343.0,64.0,1.757,5.0,B,7.9,173.0,64.0,750.0,315.0,113.0,36837.0,5.78,22.2,575.58,Mid-range (€30k–€60k)
NIO,ET5 Standard Range,410.0,447.0,73.5,2.215,5.0,E,4.0,179.0,110.0,750.0,386.0,149.0,59500.0,5.58,36.87,809.52,Mid-range (€30k–€60k)
Opel,Grandland Electric 73 kWh AWD,355.0,372.0,73.0,2.325,5.0,C,6.1,206.0,90.0,750.0,485.0,141.0,51750.0,4.86,26.21,708.9,Mid-range (€30k–€60k)
Peugeot,iOn,85.0,101.0,14.5,1.14,4.0,A,15.9,171.0,30.0,750.0,166.0,328.0,29393.0,5.86,10.53,2027.1,Budget (<€30k)
Tesla,Model S 60,345.0,370.0,62.0,2.102,5.0,F,5.8,180.0,95.0,750.0,895.0,221.0,69019.0,5.56,31.67,1113.21,Premium (€60k–€90k)
Volkswagen,ID.3 Pro Performance,350.0,375.0,58.0,1.805,5.0,C,7.3,166.0,82.0,750.0,385.0,104.0,36495.0,6.03,29.64,629.22,Mid-range (€30k–€60k)
Mercedes-Benz,EQB 250,385.0,397.0,66.5,2.11,7.0,C,8.9,173.0,100.0,750.0,495.0,146.0,52550.0,5.79,34.68,790.23,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV 500 4MATIC (MY23-24),455.0,482.0,96.0,2.61,5.0,E,4.9,211.0,141.0,750.0,520.0,235.0,99841.0,4.74,40.09,1040.01,Luxury (€90k–€150k)
CUPRA,Born 170 kW - 77 kWh,460.0,512.0,77.0,1.969,5.0,C,7.0,167.0,125.0,750.0,385.0,99.0,47250.0,5.97,44.91,613.64,Mid-range (€30k–€60k)
Nissan,e-NV200 Evalia,105.0,112.0,22.0,1.614,7.0,N,14.0,210.0,36.0,750.0,385.0,332.0,37602.0,4.77,10.29,1709.18,Mid-range (€30k–€60k)
Nissan,LEAF e+ 62 kWh (MY19-22),345.0,297.0,59.0,1.756,5.0,C,7.3,171.0,44.0,750.0,420.0,112.0,37550.0,5.85,15.44,636.44,Mid-range (€30k–€60k)
Smart,#5 Pro+ (MY25),465.0,579.0,94.0,2.335,5.0,D,6.5,202.0,230.0,750.0,702.0,111.0,50900.0,4.95,68.32,541.49,Mid-range (€30k–€60k)
Mercedes-Benz,EQA 250,395.0,405.0,66.5,2.04,5.0,C,8.6,168.0,100.0,750.0,340.0,137.0,50777.0,5.94,35.71,763.56,Mid-range (€30k–€60k)
Mercedes-Benz,EQT 200 Standard,225.0,225.0,45.0,1.867,5.0,N,12.6,200.0,50.0,750.0,551.0,200.0,39623.0,5.0,15.0,880.51,Mid-range (€30k–€60k)
Porsche,Macan GTS Electric (MY26),455.0,544.0,95.0,2.47,5.0,D,3.8,209.0,200.0,750.0,560.0,232.0,104200.0,4.79,57.42,1096.84,Luxury (€90k–€150k)
Citroën,ë-Berlingo M 50 kWh,205.0,221.0,46.3,1.739,5.0,N,11.7,226.0,78.0,750.0,571.0,190.0,37790.0,4.43,20.71,816.2,Mid-range (€30k–€60k)
e.GO,e.wave X,150.0,106.0,27.0,1.28,4.0,B,12.0,180.0,0.0,750.0,116.0,167.0,24990.0,5.56,0.0,925.56,Budget (<€30k)
Voyah,Courage 80 kWh AWD,390.0,427.0,77.3,2.302,5.0,D,4.9,198.0,110.0,750.0,527.0,128.0,44990.0,5.05,33.33,582.02,Mid-range (€30k–€60k)
Mercedes-Benz,EQC 400 4MATIC,370.0,366.0,80.0,2.495,5.0,D,5.1,216.0,100.0,750.0,500.0,201.0,69484.0,4.62,27.78,868.55,Premium (€60k–€90k)
Audi,Q4 Sportback e-tron 50 quattro,400.0,442.0,76.6,2.215,5.0,C,6.2,192.0,115.0,750.0,535.0,167.0,59900.0,5.22,35.94,781.98,Mid-range (€30k–€60k)
Audi,Q6 Sportback e-tron performance,510.0,597.0,94.9,2.275,5.0,D,6.6,186.0,190.0,750.0,575.0,144.0,71200.0,5.37,61.29,750.26,Premium (€60k–€90k)
XPENG,G9 RWD Standard Range (MY25),410.0,528.0,78.2,2.285,5.0,E,6.6,191.0,280.0,750.0,731.0,145.0,59600.0,5.24,87.96,762.15,Mid-range (€30k–€60k)
Porsche,Taycan Turbo GT,475.0,609.0,97.0,2.365,5.0,F,2.3,204.0,262.0,750.0,410.0,494.0,240000.0,4.9,77.06,2474.23,Ultra-Luxury (>€150k)
GWM,ORA 07 Pure,350.0,339.0,64.3,2.065,5.0,D,8.2,184.0,75.0,750.0,333.0,120.0,41990.0,5.44,24.46,653.03,Mid-range (€30k–€60k)
Tesla,Model S Standard Range,420.0,416.0,72.5,2.183,5.0,F,4.2,173.0,80.0,750.0,894.0,201.0,86800.0,5.79,27.75,1197.24,Premium (€60k–€90k)
Citroën,ë-C4 X 54 kWh,330.0,355.0,50.8,1.659,5.0,C,9.3,154.0,78.0,750.0,510.0,119.0,36325.0,6.5,30.39,715.06,Mid-range (€30k–€60k)
DS,N°4 E-Tense,370.0,388.0,58.3,1.867,5.0,C,7.1,158.0,70.0,750.0,390.0,115.0,45900.0,6.35,26.58,787.31,Mid-range (€30k–€60k)
Volvo,C40 Recharge Single Motor (MY24),355.0,368.0,66.0,2.065,5.0,C,7.3,186.0,85.0,750.0,450.0,145.0,47500.0,5.38,27.42,719.7,Mid-range (€30k–€60k)
Smart,#5 Pro (MY25),370.0,395.0,74.4,2.275,5.0,D,6.9,201.0,110.0,750.0,702.0,126.0,45900.0,4.97,32.84,616.94,Mid-range (€30k–€60k)
Kia,EV9 99.8 kWh AWD GT,420.0,468.0,96.0,2.648,7.0,F,4.6,229.0,194.0,750.0,385.0,217.0,89990.0,4.38,50.83,937.4,Premium (€60k–€90k)
Peugeot,e-308 SW (MY23-25),300.0,319.0,50.8,1.791,5.0,C,10.0,169.0,80.0,750.0,608.0,140.0,43435.0,5.91,28.4,855.02,Mid-range (€30k–€60k)
Škoda,Enyaq 85x (MY25),450.0,501.0,77.0,2.23,5.0,C,6.7,171.0,120.0,750.0,585.0,119.0,51150.0,5.84,42.11,664.29,Mid-range (€30k–€60k)
Suzuki,e VITARA 49 kWh 2WD,270.0,248.0,47.8,1.775,5.0,B,9.6,177.0,45.0,750.0,238.0,123.0,44990.0,5.65,15.25,941.21,Mid-range (€30k–€60k)
Polestar,3 Dual Motor (MY26),500.0,590.0,102.0,2.565,5.0,E,4.7,204.0,200.0,750.0,508.0,179.0,44990.0,4.9,58.82,441.08,Mid-range (€30k–€60k)
Fiat,500e 3+1 42 kWh,235.0,258.0,37.3,1.4,4.0,B,9.0,159.0,67.0,750.0,185.0,152.0,36990.0,6.3,25.28,991.69,Mid-range (€30k–€60k)
Volkswagen,ID.4 Pure Performance,285.0,301.0,52.0,1.965,5.0,C,9.0,182.0,70.0,750.0,543.0,154.0,39955.0,5.48,23.08,768.37,Mid-range (€30k–€60k)
Kia,EV6 Standard Range 2WD,305.0,377.0,54.0,1.875,5.0,C,8.5,177.0,140.0,750.0,563.0,148.0,46990.0,5.65,47.46,870.19,Mid-range (€30k–€60k)
Nissan,Townstar EV Passenger,225.0,221.0,45.0,1.872,5.0,N,12.6,200.0,50.0,750.0,819.0,178.0,39990.0,5.0,15.0,888.67,Mid-range (€30k–€60k)
Audi,Q4 Sportback e-tron 40,340.0,395.0,59.0,2.035,5.0,C,8.1,174.0,110.0,750.0,520.0,148.0,48150.0,5.76,37.93,816.1,Mid-range (€30k–€60k)
Audi,e-tron 55 quattro,365.0,384.0,86.5,2.595,5.0,E,5.7,237.0,146.0,750.0,660.0,213.0,79445.0,4.22,36.96,918.44,Premium (€60k–€90k)
Volkswagen,ID.3 Pro S - 4 Seats,450.0,488.0,77.0,1.935,4.0,C,7.9,171.0,115.0,750.0,385.0,123.0,56500.0,5.84,40.35,733.77,Mid-range (€30k–€60k)
Renault,Scenic E-Tech EV60 170hp,340.0,354.0,60.0,1.822,5.0,C,8.6,176.0,75.0,750.0,545.0,124.0,41400.0,5.67,25.57,690.0,Mid-range (€30k–€60k)
Zeekr,001 Privilege AWD,480.0,521.0,94.0,2.41,5.0,E,3.8,196.0,135.0,750.0,539.0,145.0,44990.0,5.11,41.33,478.62,Mid-range (€30k–€60k)
Mercedes-Benz,EQS 500 4MATIC,590.0,654.0,108.4,2.63,5.0,F,4.8,184.0,173.0,750.0,620.0,229.0,125378.0,5.44,56.41,1156.62,Luxury (€90k–€150k)
Volkswagen,ID.7 Tourer Pro S (MY24-25),520.0,589.0,86.0,2.235,5.0,E,6.7,165.0,145.0,750.0,605.0,117.0,59785.0,6.05,52.73,695.17,Mid-range (€30k–€60k)
Polestar,2 Long Range Dual Motor (MY25),455.0,514.0,79.0,2.183,5.0,D,4.5,174.0,125.0,750.0,448.0,127.0,56990.0,5.76,43.1,721.39,Mid-range (€30k–€60k)
Kia,e-Soul 64 kWh,370.0,343.0,64.0,1.757,5.0,B,7.9,173.0,64.0,750.0,315.0,122.0,47450.0,5.78,22.2,741.41,Mid-range (€30k–€60k)
Dacia,Spring Electric 65 Extreme,160.0,149.0,25.0,1.035,4.0,A,13.7,156.0,29.0,750.0,300.0,150.0,24550.0,6.4,11.15,982.0,Budget (<€30k)
Citroën,ë-Berlingo M 50 kWh,235.0,246.0,50.0,1.811,5.0,N,11.7,213.0,80.0,750.0,775.0,160.0,36940.0,4.7,22.54,738.8,Mid-range (€30k–€60k)
Ford,Explorer Extended Range RWD,450.0,500.0,79.0,2.08,5.0,C,8.5,176.0,135.0,750.0,536.0,103.0,48500.0,5.7,46.02,613.92,Mid-range (€30k–€60k)
Lucid,Air Pure RWD (MY26),580.0,668.0,88.0,2.145,5.0,F,4.7,152.0,150.0,750.0,910.0,151.0,85900.0,6.59,59.21,976.14,Premium (€60k–€90k)
Audi,e-tron 50 quattro,280.0,299.0,64.7,2.445,5.0,E,6.8,231.0,114.0,750.0,660.0,251.0,69100.0,4.33,29.61,1068.01,Premium (€60k–€90k)
Fisker,Ocean Extreme,490.0,528.0,106.5,2.526,5.0,D,3.9,217.0,135.0,750.0,476.0,132.0,63590.0,4.6,37.33,597.09,Premium (€60k–€90k)
Smart,#5 Pulse (MY25),455.0,563.0,94.0,2.42,5.0,D,4.9,207.0,230.0,750.0,677.0,123.0,55400.0,4.84,66.67,589.36,Mid-range (€30k–€60k)
Volvo,EC40 Single Motor ER (MY26),420.0,459.0,79.0,2.095,5.0,C,7.3,188.0,125.0,750.0,435.0,135.0,57190.0,5.32,39.89,723.92,Mid-range (€30k–€60k)
Volvo,EX90 Twin Motor (MY26),480.0,567.0,102.0,2.725,7.0,F,5.5,213.0,200.0,750.0,703.0,199.0,96190.0,4.71,56.34,943.04,Luxury (€90k–€150k)
Mercedes-Benz,EQS 350,570.0,614.0,96.0,2.44,5.0,F,6.7,168.0,130.0,750.0,620.0,179.0,44990.0,5.94,46.43,468.65,Mid-range (€30k–€60k)
Volkswagen,e-Up!,100.0,111.0,16.0,1.229,4.0,A,12.4,160.0,30.0,750.0,250.0,235.0,22975.0,6.25,11.25,1435.94,Budget (<€30k)
Škoda,Enyaq RS (MY24),435.0,480.0,77.0,2.251,5.0,C,5.5,177.0,120.0,750.0,585.0,140.0,61050.0,5.65,40.68,792.86,Premium (€60k–€90k)
Volvo,EX40 Twin Motor (MY25),385.0,419.0,79.0,2.17,5.0,C,4.8,205.0,125.0,750.0,441.0,164.0,59590.0,4.87,36.59,754.3,Mid-range (€30k–€60k)
Volkswagen,ID.7 GTX (MY26),500.0,572.0,86.0,2.325,5.0,E,5.5,172.0,145.0,750.0,532.0,130.0,63265.0,5.81,50.58,735.64,Premium (€60k–€90k)
Hyundai,Kona Electric 39 kWh,245.0,223.0,39.2,1.61,5.0,B,9.9,160.0,37.0,750.0,361.0,145.0,34850.0,6.25,13.88,889.03,Mid-range (€30k–€60k)
Fiat,500e Cabrio 42 kWh,230.0,251.0,37.3,1.405,4.0,B,9.0,162.0,67.0,750.0,185.0,159.0,37990.0,6.17,24.81,1018.5,Mid-range (€30k–€60k)
Audi,e-tron S Sportback,330.0,348.0,86.5,2.73,5.0,E,4.5,262.0,146.0,750.0,615.0,292.0,96050.0,3.82,33.44,1110.4,Luxury (€90k–€150k)
Peugeot,e-208 51 kWh (MY23),305.0,331.0,48.1,1.53,5.0,B,8.2,158.0,80.0,750.0,265.0,133.0,41850.0,6.34,30.38,870.06,Mid-range (€30k–€60k)
Peugeot,e-208 50 kWh (MY25),295.0,321.0,46.3,1.53,5.0,B,9.0,157.0,78.0,750.0,309.0,115.0,36525.0,6.37,29.81,788.88,Mid-range (€30k–€60k)
Volkswagen,ID.5 Pro Performance,430.0,454.0,77.0,2.118,5.0,C,8.4,179.0,125.0,750.0,549.0,128.0,48970.0,5.58,41.9,635.97,Mid-range (€30k–€60k)
Tesla,Model S 90D,445.0,443.0,85.5,2.184,5.0,F,4.4,192.0,90.0,750.0,895.0,222.0,98000.0,5.2,28.12,1146.2,Luxury (€90k–€150k)
Porsche,Taycan 4S Plus,460.0,587.0,83.7,2.295,5.0,F,4.0,182.0,216.0,750.0,491.0,245.0,114389.0,5.5,71.21,1366.65,Luxury (€90k–€150k)
Mercedes-Benz,EQS 350,540.0,601.0,90.6,2.39,5.0,F,6.6,168.0,141.0,750.0,610.0,175.0,97806.0,5.96,50.36,1079.54,Luxury (€90k–€150k)
Kia,PV5 Passenger 51.5 kWh (MY26),230.0,257.0,48.0,2.065,5.0,N,12.8,209.0,75.0,750.0,385.0,170.0,38290.0,4.79,21.53,797.71,Mid-range (€30k–€60k)
Volkswagen,ID.3 Pure Performance,275.0,300.0,45.0,1.781,5.0,C,8.9,164.0,72.0,750.0,385.0,128.0,44990.0,6.11,26.34,999.78,Mid-range (€30k–€60k)
Ford,Mustang Mach-E GT (MY25),435.0,441.0,91.0,2.343,5.0,D,3.8,209.0,115.0,750.0,619.0,168.0,78000.0,4.78,33.01,857.14,Premium (€60k–€90k)
Volkswagen,e-Up!,95.0,104.0,16.0,1.214,4.0,A,12.4,168.0,30.0,750.0,250.0,269.0,26900.0,5.94,10.71,1681.25,Budget (<€30k)
Porsche,Taycan GTS,450.0,578.0,83.7,2.37,5.0,F,3.7,186.0,216.0,750.0,491.0,306.0,139906.0,5.38,69.68,1671.52,Luxury (€90k–€150k)
Fisker,Ocean One,530.0,567.0,106.5,2.434,5.0,D,3.9,201.0,135.0,750.0,476.0,133.0,69950.0,4.98,40.3,656.81,Premium (€60k–€90k)
Lexus,RZ 350e (MY26),400.0,433.0,72.0,2.005,5.0,D,7.5,180.0,110.0,750.0,522.0,144.0,57100.0,5.56,36.67,793.06,Mid-range (€30k–€60k)
Cadillac,OPTIQ 500 E4 (MY26),365.0,359.0,75.0,2.376,5.0,D,6.7,205.0,90.0,680.0,443.0,178.0,65000.0,4.87,26.34,866.67,Premium (€60k–€90k)
Mercedes-Benz,EQE 300 (MY22-23),515.0,556.0,89.0,2.385,5.0,E,7.3,173.0,120.0,750.0,430.0,144.0,66402.0,5.79,41.62,746.09,Premium (€60k–€90k)
Audi,Q4 Sportback e-tron 55 quattro,415.0,457.0,77.0,2.235,5.0,C,5.4,186.0,120.0,750.0,535.0,157.0,61000.0,5.39,38.71,792.21,Premium (€60k–€90k)
Volvo,ES90 Single Motor (MY26),485.0,580.0,88.0,2.441,5.0,F,6.6,181.0,170.0,750.0,468.0,152.0,71990.0,5.51,56.35,818.07,Premium (€60k–€90k)
Ford,e-Tourneo Custom L2 210 kW,235.0,233.0,64.0,2.602,8.0,N,8.0,272.0,70.0,750.0,672.0,326.0,76517.0,3.67,15.44,1195.58,Premium (€60k–€90k)
Opel,Mokka-e,255.0,275.0,46.3,1.598,5.0,B,9.0,182.0,78.0,750.0,310.0,135.0,34110.0,5.51,25.71,736.72,Mid-range (€30k–€60k)
Mercedes-Benz,EQA 350 4MATIC,350.0,359.0,66.5,2.11,5.0,C,6.0,190.0,100.0,750.0,340.0,178.0,56424.0,5.26,31.58,848.48,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe 85 (MY24),460.0,484.0,77.0,2.14,5.0,C,6.7,167.0,120.0,750.0,570.0,114.0,51150.0,5.97,43.11,664.29,Mid-range (€30k–€60k)
Polestar,2 Standard Range Single Motor (MY23),380.0,415.0,67.0,2.013,5.0,D,7.4,176.0,116.0,750.0,440.0,127.0,47295.0,5.67,39.55,705.9,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe RS (MY25),470.0,534.0,79.0,2.239,5.0,C,5.4,168.0,135.0,750.0,570.0,129.0,60850.0,5.95,48.21,770.25,Premium (€60k–€90k)
Ford,Mustang Mach-E SR RWD (MY25),380.0,408.0,72.6,2.175,5.0,D,6.2,191.0,100.0,750.0,619.0,136.0,56500.0,5.23,31.41,778.24,Mid-range (€30k–€60k)
Peugeot,e-308 SW 58 kWh (MY26),340.0,347.0,55.4,1.783,5.0,C,9.5,163.0,65.0,750.0,505.0,108.0,44990.0,6.14,23.93,812.09,Mid-range (€30k–€60k)
Peugeot,iOn,85.0,101.0,14.5,1.14,4.0,A,15.9,171.0,30.0,750.0,166.0,250.0,21800.0,5.86,10.53,1503.45,Budget (<€30k)
